,,feature,feature
2019/9/27,SZ002428,-0.000616142,-0.090077685
2019/9/27,SZ002727,9.93146E-05,-0.035906708
2019/9/27,SZ002750,2.70903E-05,0.016310948
2019/9/30,SH600096,-1.50612E-05,-0.080808648
2019/9/30,SZ000538,0.000193966,-0.055052186
2019/9/30,SZ000560,-0.002227028,-0.071027888
2019/9/30,SZ000878,-4.45008E-05,0.022621694
2019/9/30,SZ002053,-0.00013162,0.042760837
2019/9/30,SZ002059,-6.37596E-06,-0.005168624
2019/9/30,SZ002265,-0.000760302,-0.05426288
2019/9/30,SZ002428,-0.00029868,-0.051826201
2019/9/30,SZ002727,0.002266213,-0.180223741
2019/9/30,SZ002750,-8.23191E-05,-0.004812812
2019/10/8,SH600096,0.000726856,-0.115097605
2019/10/8,SZ000538,0.000757678,-0.107145767
2019/10/8,SZ000560,0.003117142,-0.171428265
2019/10/8,SZ000878,0.001107439,-0.128258664
2019/10/8,SZ002053,0.000412612,-0.072808519
2019/10/8,SZ002059,0.000703535,0.102501996
2019/10/8,SZ002265,0.0009178,-0.08991452
2019/10/8,SZ002428,-9.33077E-06,-0.091451998
2019/10/8,SZ002727,0.000850685,-0.14611823
2019/10/8,SZ002750,-3.29211E-05,-0.001353032
2019/10/9,SH600096,0.000229285,-0.058295979
2019/10/9,SZ000538,-0.000205673,-0.049849969
2019/10/9,SZ000560,0.000404953,-0.081598479
2019/10/9,SZ000878,0.000341708,-0.220340959
2019/10/9,SZ002053,8.71977E-05,0.02771492
2019/10/9,SZ002059,-0.000767337,-0.09940986
2019/10/9,SZ002265,0.001813418,-0.143172693
2019/10/9,SZ002428,-0.00087393,-0.156682994
2019/10/9,SZ002727,0.000595785,-0.215476131
2019/10/9,SZ002750,0.007525366,0.28064652
2019/10/10,SH600096,0.016566366,-0.500821092
2019/10/10,SZ000538,0.000338649,0.059224134
2019/10/10,SZ000560,-0.000298294,0.091489226
2019/10/10,SZ000878,0.000169055,-0.072321326
2019/10/10,SZ002053,0.02433195,0.562854783
2019/10/10,SZ002059,0.000261549,0.053295941
2019/10/10,SZ002265,0.000479077,-0.065175744
2019/10/10,SZ002428,-0.000412748,-0.061199466
2019/10/10,SZ002727,-0.00147536,-0.523692773
2019/10/10,SZ002750,0.001343036,0.123498952
2019/10/11,SH600096,0.01096491,-0.348795271
2019/10/11,SZ000538,4.95173E-05,-0.022770595
2019/10/11,SZ000560,-5.22305E-05,-0.029179197
2019/10/11,SZ000878,-0.000366577,0.098124675
2019/10/11,SZ002053,0.090588353,1.010751616
2019/10/11,SZ002059,-0.000239379,-0.055586807
2019/10/11,SZ002265,0.003312575,-0.213839996
2019/10/11,SZ002428,-0.00149723,-0.13179607
2019/10/11,SZ002727,0.000936166,-0.238786793
2019/10/11,SZ002750,0.005085929,0.222333866
2019/10/14,SH600096,0.003947721,-0.2997002
2019/10/14,SZ000538,0.057870628,0.792069381
2019/10/14,SZ000560,0.000541371,0.124659719
2019/10/14,SZ000878,2.28783E-05,0.05170051
2019/10/14,SZ002053,0.007357994,0.367203854
2019/10/14,SZ002059,0.000382398,0.066591423
2019/10/14,SZ002265,0.000355672,-0.122491891
2019/10/14,SZ002428,-0.000224812,-0.136319973
2019/10/14,SZ002727,0.000152677,-0.156979193
2019/10/14,SZ002750,-0.001215931,-0.011926749
2019/10/15,SH600096,0.007635582,-0.310283338
2019/10/15,SZ000538,0.007063068,0.265455884
2019/10/15,SZ000560,-0.000725055,0.155892131
2019/10/15,SZ000878,-0.000123656,0.012064289
2019/10/15,SZ002053,0.0557582,0.79290909
2019/10/15,SZ002059,0.000697666,0.084218906
2019/10/15,SZ002265,0.000342142,-0.104708364
2019/10/15,SZ002428,-0.000701706,-0.184390951
2019/10/15,SZ002727,0.00058626,-0.157198458
2019/10/15,SZ002750,0.001334108,0.109707805
2019/10/16,SH600096,0.010280202,-0.315657864
2019/10/16,SZ000538,0.004936798,0.216767087
2019/10/16,SZ000560,0.000696456,0.171510281
2019/10/16,SZ000878,-0.000122121,-0.012912954
2019/10/16,SZ002053,0.00459785,0.218619431
2019/10/16,SZ002059,0.001594991,0.120741559
2019/10/16,SZ002265,0.001188904,-0.190666233
2019/10/16,SZ002428,-0.000414623,-0.117130265
2019/10/16,SZ002727,0.001413225,0.116259513
2019/10/16,SZ002750,-0.000315355,0.023918883
2019/10/17,SH600096,0.010791714,-0.314765208
2019/10/17,SZ000538,0.001333371,0.130953015
2019/10/17,SZ000560,-3.08357E-05,0.004360864
2019/10/17,SZ000878,0.004435971,0.242263227
2019/10/17,SZ002053,0.003540676,0.199140741
2019/10/17,SZ002059,-0.000143149,0.01396098
2019/10/17,SZ002265,0.002744005,-0.256563064
2019/10/17,SZ002428,-0.000594701,-0.18113767
2019/10/17,SZ002727,0.000110736,-0.037725601
2019/10/17,SZ002750,-0.003747742,-0.294795083
2019/10/18,SH600096,0.014061504,-0.354777367
2019/10/18,SZ000538,0.001277048,0.106548919
2019/10/18,SZ000560,0.000365601,0.075988873
2019/10/18,SZ000878,0.00118916,0.138544645
2019/10/18,SZ002053,0.003146366,0.187790803
2019/10/18,SZ002059,6.97821E-07,0.02191131
2019/10/18,SZ002265,0.006059311,-0.866744789
2019/10/18,SZ002428,0.000105979,-0.089328354
2019/10/18,SZ002727,0.00135649,-0.110689277
2019/10/18,SZ002750,-0.004598921,-0.256317944
2019/10/21,SH600096,0.012061483,-0.336782409
2019/10/21,SZ000538,0.001569171,0.118768722
2019/10/21,SZ000560,0.001049372,-0.096380614
2019/10/21,SZ000878,0.000901922,-0.137446223
2019/10/21,SZ002053,0.001832808,0.142407952
2019/10/21,SZ002059,-9.34551E-05,-0.031435125
2019/10/21,SZ002265,0.003705258,-0.680340919
2019/10/21,SZ002428,-0.000304247,-0.083417367
2019/10/21,SZ002727,-0.000477472,-0.019419628
2019/10/21,SZ002750,-0.001211308,-0.138955833
2019/10/22,SH600096,0.036674139,0.781250917
2019/10/22,SZ000538,-0.000356273,-0.021106893
2019/10/22,SZ000560,0.00652201,-0.2465176
2019/10/22,SZ000878,-0.000299986,0.050094948
2019/10/22,SZ002053,0.001115678,0.108887455
2019/10/22,SZ002059,4.25877E-07,0.004496552
2019/10/22,SZ002265,0.008445437,-0.879879106
2019/10/22,SZ002428,0.000441778,-0.114748351
2019/10/22,SZ002727,0.000893469,-0.129676077
2019/10/22,SZ002750,-0.001085206,-0.086671097
2019/10/23,SH600096,0.03193063,0.664272896
2019/10/23,SZ000538,-2.77468E-05,0.005523935
2019/10/23,SZ000560,0.001073438,-0.101562437
2019/10/23,SZ000878,-3.92946E-05,0.00764586
2019/10/23,SZ002053,0.000775707,0.093337817
2019/10/23,SZ002059,-3.21137E-05,-0.002640405
2019/10/23,SZ002265,0.00871653,-0.67885254
2019/10/23,SZ002428,-6.70323E-05,-0.06901093
2019/10/23,SZ002727,8.99712E-05,-0.033940226
2019/10/23,SZ002750,-0.001839263,-0.104915088
2019/10/24,SH600096,0.001942665,0.187257869
2019/10/24,SZ000538,2.25871E-05,0.015634298
2019/10/24,SZ000560,0.002525227,-0.149307513
2019/10/24,SZ000878,0.000674327,0.085798482
2019/10/24,SZ002053,6.43559E-06,0.008005203
2019/10/24,SZ002059,0.000188063,-0.152583371
2019/10/24,SZ002265,6.22522E-05,0.058096603
2019/10/24,SZ002428,0.000614927,-0.331700853
2019/10/24,SZ002727,0.00033331,-0.069502949
2019/10/24,SZ002750,-0.002103201,-0.160213499
2019/10/25,SH600096,0.016895374,0.448018713
2019/10/25,SZ000538,-0.000235074,-0.068379638
2019/10/25,SZ000560,0.008209798,-0.308927132
2019/10/25,SZ000878,-0.001947371,-0.109310271
2019/10/25,SZ002053,-0.000323148,-0.037429459
2019/10/25,SZ002059,0.000825094,-0.17763451
2019/10/25,SZ002265,0.005011837,0.210644319
2019/10/25,SZ002428,-0.002114887,-0.467770812
2019/10/25,SZ002727,0.000945588,-0.096572299
2019/10/25,SZ002750,-0.001740062,-0.151036249
2019/10/28,SH600096,0.006643734,0.276857452
2019/10/28,SZ000538,0.000817851,0.102778219
2019/10/28,SZ000560,0.001600341,0.173617207
2019/10/28,SZ000878,-0.000313036,-0.040354607
2019/10/28,SZ002053,0.033971845,0.585908459
2019/10/28,SZ002059,0.0015282,-0.154309678
2019/10/28,SZ002265,-0.005952517,-0.359174155
2019/10/28,SZ002428,-0.003364262,-0.365985692
2019/10/28,SZ002727,0.001247161,-0.113789587
2019/10/28,SZ002750,-0.001182047,-0.116988634
2019/10/29,SH600096,0.008546168,0.301897124
2019/10/29,SZ000538,0.016103186,0.430039758
2019/10/29,SZ000560,-0.003899542,-0.178669729
2019/10/29,SZ000878,-0.000789442,-0.029244823
2019/10/29,SZ002053,0.008532334,0.286994584
2019/10/29,SZ002059,0.001332289,-0.10828868
2019/10/29,SZ002265,-0.00203221,-0.311516292
2019/10/29,SZ002428,-0.001813235,-0.274463941
2019/10/29,SZ002727,0.000184242,-0.058564761
2019/10/29,SZ002750,-0.000652899,-0.033099274
2019/10/30,SH600096,0.003780575,0.194094111
2019/10/30,SZ000538,0.001333616,0.108458891
2019/10/30,SZ000560,0.002263499,0.180566102
2019/10/30,SZ000878,0.00228978,-0.143898918
2019/10/30,SZ002053,0.001399692,0.116343357
2019/10/30,SZ002059,5.86358E-05,-0.023679482
2019/10/30,SZ002265,-0.001905084,-0.338431371
2019/10/30,SZ002428,-0.000720683,-0.18472036
2019/10/30,SZ002727,0.000782944,-0.095775421
2019/10/30,SZ002750,-0.00123591,-0.26849315
2019/10/31,SH600096,0.00035689,0.077979092
2019/10/31,SZ000538,0.002181727,0.139340429
2019/10/31,SZ000560,0.00031222,0.099651902
2019/10/31,SZ000878,0.00146171,-0.163557501
2019/10/31,SZ002053,0.001534199,0.125185189
2019/10/31,SZ002059,0.000764029,-0.086632089
2019/10/31,SZ002265,-0.000471745,-0.195827311
2019/10/31,SZ002428,-0.000714197,-0.108088851
2019/10/31,SZ002727,0.004651908,-0.330394888
2019/10/31,SZ002750,-0.001570854,-0.437349073
2019/11/1,SH600096,-0.00015505,-0.015222459
2019/11/1,SZ000538,0.001516327,0.122989469
2019/11/1,SZ000560,0.000684521,-0.155470236
2019/11/1,SZ000878,-2.39819E-05,-0.013218334
2019/11/1,SZ002053,-8.36209E-05,-0.004117539
2019/11/1,SZ002059,3.64113E-05,-0.037818992
2019/11/1,SZ002265,-2.33239E-05,-0.049184853
2019/11/1,SZ002428,-0.000620191,-0.210782258
2019/11/1,SZ002727,0.002047913,-0.383587103
2019/11/1,SZ002750,-0.001256244,-0.602419749
2019/11/4,SH600096,-0.000188323,0.014230214
2019/11/4,SZ000538,0.003267566,0.175861086
2019/11/4,SZ000560,0.000615848,-0.21078047
2019/11/4,SZ000878,0.003155069,0.166764144
2019/11/4,SZ002053,-2.44389E-05,-0.008686637
2019/11/4,SZ002059,0.000140487,-0.052109984
2019/11/4,SZ002265,0.000693385,-0.119020903
2019/11/4,SZ002428,0.000291635,-0.079585231
2019/11/4,SZ002727,0.000264398,0.048323759
2019/11/4,SZ002750,-0.000164415,-0.502748214
2019/11/5,SH600096,0.000559191,0.076393252
2019/11/5,SZ000538,0.005078714,0.229250301
2019/11/5,SZ000560,6.3428E-06,-0.17675856
2019/11/5,SZ000878,0.003019717,0.169576179
2019/11/5,SZ002053,0.000105818,0.031487787
2019/11/5,SZ002059,-7.55799E-05,-0.070830015
2019/11/5,SZ002265,0.000372893,-0.158945654
2019/11/5,SZ002428,-4.00184E-05,-0.008578169
2019/11/5,SZ002727,0.001427167,0.148365463
2019/11/5,SZ002750,-0.001175308,-0.339469538
2019/11/6,SH600096,0.000971188,0.183916975
2019/11/6,SZ000538,0.000700167,0.095575215
2019/11/6,SZ000560,0.002123286,-0.165012937
2019/11/6,SZ000878,0.006745258,0.317470866
2019/11/6,SZ002053,0.000254177,-0.13254288
2019/11/6,SZ002059,0.001062837,-0.099437055
2019/11/6,SZ002265,9.48917E-06,-0.011173418
2019/11/6,SZ002428,0.000159554,-0.113109569
2019/11/6,SZ002727,-3.74595E-05,-0.011757687
2019/11/6,SZ002750,-0.000634763,-0.248201845
2019/11/7,SH600096,4.61621E-06,0.02544532
2019/11/7,SZ000538,0.000597719,0.076983606
2019/11/7,SZ000560,0.000725774,0.079937197
2019/11/7,SZ000878,-0.000120449,0.061259422
2019/11/7,SZ002053,9.51342E-05,-0.071974386
2019/11/7,SZ002059,-0.000406557,-0.732431456
2019/11/7,SZ002265,7.59965E-05,0.026104865
2019/11/7,SZ002428,0.009525944,-0.511819747
2019/11/7,SZ002727,0.000145511,-0.035797383
2019/11/7,SZ002750,-0.000221007,-0.195416389
2019/11/8,SH600096,7.40896E-05,0.026170034
2019/11/8,SZ000538,-3.21761E-05,0.020097083
2019/11/8,SZ000560,-1.96022E-05,0.004385322
2019/11/8,SZ000878,0.000146772,0.052827151
2019/11/8,SZ002053,-3.03562E-05,0.019172551
2019/11/8,SZ002059,-0.004399492,-0.331041042
2019/11/8,SZ002265,0.000283083,-0.104988351
2019/11/8,SZ002428,0.019927105,-0.926825945
2019/11/8,SZ002727,-2.12549E-05,0.070756349
2019/11/8,SZ002750,0.000235561,-0.31883177
2019/11/11,SH600096,0.000522793,0.070259741
2019/11/11,SZ000538,0.000297499,0.05216865
2019/11/11,SZ000560,0.00190449,0.138392423
2019/11/11,SZ000878,0.000962646,0.103668232
2019/11/11,SZ002053,-9.10763E-05,-0.010108324
2019/11/11,SZ002059,0.005738516,0.23284109
2019/11/11,SZ002265,0.000140061,-0.058815254
2019/11/11,SZ002428,0.002307932,-0.440809486
2019/11/11,SZ002727,-0.001701467,0.016207204
2019/11/11,SZ002750,-0.000977578,-0.157428234
2019/11/12,SH600096,3.38488E-05,-0.017669799
2019/11/12,SZ000538,0.000930239,0.096473536
2019/11/12,SZ000560,0.000364056,-0.075119633
2019/11/12,SZ000878,0.00020067,0.042719351
2019/11/12,SZ002053,0.000436605,0.063724271
2019/11/12,SZ002059,-4.60485E-05,-0.055842318
2019/11/12,SZ002265,3.35374E-05,0.029640162
2019/11/12,SZ002428,0.002758283,-0.404367372
2019/11/12,SZ002727,0.001764351,0.219400799
2019/11/12,SZ002750,-0.000658935,-0.120649348
2019/11/13,SH600096,0.000252667,-0.04857722
2019/11/13,SZ000538,-0.001241861,-0.066887247
2019/11/13,SZ000560,0.000184562,-0.093781322
2019/11/13,SZ000878,-7.06615E-05,-0.012404682
2019/11/13,SZ002053,-3.28908E-06,0.002171323
2019/11/13,SZ002059,-0.000331444,-0.102822378
2019/11/13,SZ002265,0.000567012,-0.177968864
2019/11/13,SZ002428,0.003235571,-0.437331124
2019/11/13,SZ002727,-7.52567E-05,0.080024934
2019/11/13,SZ002750,-0.000748281,-0.251325167
2019/11/14,SH600096,0.000427467,-0.071512088
2019/11/14,SZ000538,-0.000111087,-0.022453357
2019/11/14,SZ000560,0.000170067,0.063848246
2019/11/14,SZ000878,3.11617E-05,0.016590107
2019/11/14,SZ002053,-3.72966E-06,-0.002550828
2019/11/14,SZ002059,-0.000109597,-0.162330926
2019/11/14,SZ002265,0.000884889,-0.169639784
2019/11/14,SZ002428,0.021520793,-0.62398556
2019/11/14,SZ002727,-0.000331255,0.029908573
2019/11/14,SZ002750,0.000147863,-0.175516969
2019/11/15,SH600096,-7.85285E-05,-0.015132122
2019/11/15,SZ000538,0.000337273,0.061123543
2019/11/15,SZ000560,0.000815942,0.085596755
2019/11/15,SZ000878,0.000246624,0.053115273
2019/11/15,SZ002053,-9.02437E-07,0.001921244
2019/11/15,SZ002059,0.000332849,-0.114433561
2019/11/15,SZ002265,0.00022906,-0.080338992
2019/11/15,SZ002428,0.010437699,-0.37102981
2019/11/15,SZ002727,0.000163896,-0.045295734
2019/11/15,SZ002750,0.000856445,0.113840179
2019/11/18,SH600096,-8.7286E-05,0.006597776
2019/11/18,SZ000538,0.002608246,0.183252563
2019/11/18,SZ000560,-3.88509E-05,5.45006E-05
2019/11/18,SZ000878,1.45502E-06,0.007553687
2019/11/18,SZ002053,8.98945E-06,-0.020070078
2019/11/18,SZ002059,3.28139E-05,0.021316894
2019/11/18,SZ002265,0.000206855,-0.087843002
2019/11/18,SZ002428,0.003180076,-0.201319567
2019/11/18,SZ002727,0.001514078,-0.115514677
2019/11/18,SZ002750,2.75627E-05,0.039029006
2019/11/19,SH600096,-0.000119945,0.004602958
2019/11/19,SZ000538,0.000316672,0.085343866
2019/11/19,SZ000560,0.000114727,-0.032812469
2019/11/19,SZ000878,-0.000251951,0.013426783
2019/11/19,SZ002053,2.93767E-05,-0.016559136
2019/11/19,SZ002059,0.000305242,-0.182317954
2019/11/19,SZ002265,-2.78873E-05,-0.011864508
2019/11/19,SZ002428,0.003083816,-0.179387039
2019/11/19,SZ002727,0.000598584,-0.075845805
2019/11/19,SZ002750,4.78256E-05,0.023287044
2019/11/20,SH600096,9.73922E-05,-0.029277799
2019/11/20,SZ000538,-3.78989E-05,0.016444444
2019/11/20,SZ000560,0.005045076,0.2729501
2019/11/20,SZ000878,-0.000296168,-0.037106318
2019/11/20,SZ002053,0.000250389,-0.053122286
2019/11/20,SZ002059,0.002794259,-0.162155717
2019/11/20,SZ002265,0.000165363,-0.049923567
2019/11/20,SZ002428,-0.000845722,-0.042450029
2019/11/20,SZ002727,-0.001582927,0.019383683
2019/11/20,SZ002750,-0.003509438,-0.270774158
2019/11/21,SH600096,0.000908586,-0.108552536
2019/11/21,SZ000538,0.000856447,0.092576047
2019/11/21,SZ000560,0.005827696,0.244581584
2019/11/21,SZ000878,-5.51583E-05,-0.003587641
2019/11/21,SZ002053,-0.000415912,-0.152446529
2019/11/21,SZ002059,0.000102424,-0.084234831
2019/11/21,SZ002265,0.000203649,-0.043969192
2019/11/21,SZ002428,0.001399338,-0.116326265
2019/11/21,SZ002727,0.002291152,-0.196004954
2019/11/21,SZ002750,0.00349669,0.191914268
2019/11/22,SH600096,0.000407315,-0.069291879
2019/11/22,SZ000538,0.000726654,0.093758034
2019/11/22,SZ000560,0.038933426,0.67935145
2019/11/22,SZ000878,-0.000258533,-0.038167556
2019/11/22,SZ002053,-0.000304473,-0.392926462
2019/11/22,SZ002059,-0.000260548,0.025914138
2019/11/22,SZ002265,0.001823021,-0.127916695
2019/11/22,SZ002428,0.010108477,-0.32970374
2019/11/22,SZ002727,0.000473464,-0.082668804
2019/11/22,SZ002750,-0.000435128,0.039017157
2019/11/25,SH600096,0.000273709,0.059726398
2019/11/25,SZ000538,-0.003736361,-0.462663006
2019/11/25,SZ000560,0.015462457,0.405733506
2019/11/25,SZ000878,0.005477309,0.24680229
2019/11/25,SZ002053,-0.000403806,-0.205521056
2019/11/25,SZ002059,-0.000163084,-0.022130069
2019/11/25,SZ002265,0.00231546,-0.145669154
2019/11/25,SZ002428,0.002843056,-0.159240455
2019/11/25,SZ002727,0.001585208,-0.118111555
2019/11/25,SZ002750,0.002279522,-0.162017403
2019/11/26,SH600096,-3.61393E-05,0.004285355
2019/11/26,SZ000538,-0.000555156,-0.18376656
2019/11/26,SZ000560,-0.000136898,0.023592925
2019/11/26,SZ000878,0.002838879,0.180613158
2019/11/26,SZ002053,0.001102877,-0.575187369
2019/11/26,SZ002059,0.002292158,-0.247267823
2019/11/26,SZ002265,0.001839966,-0.130806951
2019/11/26,SZ002428,0.00743264,-0.262505827
2019/11/26,SZ002727,0.000801128,-0.08531837
2019/11/26,SZ002750,0.006242352,-0.401378268
2019/11/27,SH600096,-6.78743E-06,-0.01644096
2019/11/27,SZ000538,0.001422904,-0.237627847
2019/11/27,SZ000560,-0.000226326,0.01263921
2019/11/27,SZ000878,0.003173263,0.203465741
2019/11/27,SZ002053,0.002569329,-0.304588343
2019/11/27,SZ002059,0.007295191,-0.414505781
2019/11/27,SZ002265,-0.001056048,-0.016335204
2019/11/27,SZ002428,0.000991177,-0.095164626
2019/11/27,SZ002727,0.008141844,-0.374983516
2019/11/27,SZ002750,0.005299397,-0.306039871
2019/11/28,SH600096,6.48317E-05,-0.028871966
2019/11/28,SZ000538,0.000871876,-0.185683125
2019/11/28,SZ000560,0.003395221,0.198534179
2019/11/28,SZ000878,-0.000846181,-0.048934323
2019/11/28,SZ002053,0.001389228,-0.26035974
2019/11/28,SZ002059,0.003339334,-0.230938973
2019/11/28,SZ002265,-0.00111134,-0.046891427
2019/11/28,SZ002428,0.002149933,-0.140622428
2019/11/28,SZ002727,0.002310805,-0.178514028
2019/11/28,SZ002750,0.010083178,-0.297898953
2019/11/29,SH600096,0.000309281,-0.056075886
2019/11/29,SZ000538,-9.14097E-05,-0.050031144
2019/11/29,SZ000560,0.000257151,0.047642801
2019/11/29,SZ000878,-0.00033229,-0.036846663
2019/11/29,SZ002053,0.000623606,-0.222337179
2019/11/29,SZ002059,0.001772249,-0.196948165
2019/11/29,SZ002265,0.004450566,-0.32199251
2019/11/29,SZ002428,-0.000125528,-0.025456768
2019/11/29,SZ002727,0.004985979,-0.239545647
2019/11/29,SZ002750,0.014259703,-0.359760975
2019/12/2,SH600096,8.08684E-05,-0.040171487
2019/12/2,SZ000538,0.000526259,-0.125434261
2019/12/2,SZ000560,-4.79815E-05,0.009459456
2019/12/2,SZ000878,0.013754968,0.415967378
2019/12/2,SZ002053,0.00052123,-0.178616814
2019/12/2,SZ002059,0.000518025,-0.073048676
2019/12/2,SZ002265,0.003306144,-0.248936982
2019/12/2,SZ002428,-0.000448684,-0.001532007
2019/12/2,SZ002727,0.002170727,-0.18817801
2019/12/2,SZ002750,0.000135235,-0.066759242
2019/12/3,SH600096,0.00098615,-0.51912512
2019/12/3,SZ000538,0.000597932,-0.077407258
2019/12/3,SZ000560,-0.000284656,0.083470944
2019/12/3,SZ000878,-7.71504E-05,-0.005780025
2019/12/3,SZ002053,0.000195582,-0.128065595
2019/12/3,SZ002059,0.000621072,-0.106676654
2019/12/3,SZ002265,0.00017785,-0.262633779
2019/12/3,SZ002428,-0.001333567,0.098440984
2019/12/3,SZ002727,0.001013031,-0.094442501
2019/12/3,SZ002750,0.002517758,-0.153654992
2019/12/4,SH600096,0.0209246,-0.680271756
2019/12/4,SZ000538,0.000346287,-0.073945219
2019/12/4,SZ000560,0.000452729,0.095725402
2019/12/4,SZ000878,0.000437395,0.07028598
2019/12/4,SZ002053,0.000529118,-0.143328185
2019/12/4,SZ002059,0.000514198,-0.088246525
2019/12/4,SZ002265,-0.001927275,-0.15092711
2019/12/4,SZ002428,-0.000591377,0.083790008
2019/12/4,SZ002727,0.000528661,-0.075632438
2019/12/4,SZ002750,0.003510438,-0.180167908
2019/12/5,SH600096,0.005166455,-0.331713724
2019/12/5,SZ000538,0.000147815,-0.0469562
2019/12/5,SZ000560,4.13567E-05,-0.024369184
2019/12/5,SZ000878,0.000304771,-0.095455961
2019/12/5,SZ002053,0.000141431,-0.047391664
2019/12/5,SZ002059,0.002627748,0.376265728
2019/12/5,SZ002265,0.028067007,-0.644406632
2019/12/5,SZ002428,-0.00809789,0.091675697
2019/12/5,SZ002727,0.000706724,-0.093245519
2019/12/5,SZ002750,0.004774543,-0.206487588
2019/12/6,SH600096,0.01998567,-0.738552108
2019/12/6,SZ000538,0.000339852,-0.054747596
2019/12/6,SZ000560,-0.000134157,-0.045345484
2019/12/6,SZ000878,0.002465408,-0.149512493
2019/12/6,SZ002053,0.000930387,-0.096639879
2019/12/6,SZ002059,0.015850452,0.629112677
2019/12/6,SZ002265,0.053752066,-1.010265333
2019/12/6,SZ002428,-0.001136528,-0.165926013
2019/12/6,SZ002727,0.00385756,-0.206311624
2019/12/6,SZ002750,0.003441207,-0.174283678
2019/12/9,SH600096,0.006855942,-0.482931393
2019/12/9,SZ000538,1.63725E-05,-0.096602125
2019/12/9,SZ000560,0.000316317,-0.136304881
2019/12/9,SZ000878,0.004035878,0.239592903
2019/12/9,SZ002053,0.007907345,-1.174013675
2019/12/9,SZ002059,1.22924E-06,0.03524841
2019/12/9,SZ002265,0.066217091,-0.834312759
2019/12/9,SZ002428,-0.004580992,-0.050857573
2019/12/9,SZ002727,3.5815E-05,-0.018541763
2019/12/9,SZ002750,-0.001082583,0.013765407
2019/12/10,SH600096,0.012479869,-0.603364744
2019/12/10,SZ000538,0.003296439,-0.575371949
2019/12/10,SZ000560,0.003382595,-0.173157759
2019/12/10,SZ000878,0.002767515,0.203216161
2019/12/10,SZ002053,0.009768878,-0.925307113
2019/12/10,SZ002059,5.41728E-05,-0.025033473
2019/12/10,SZ002265,0.019303016,-0.421056302
2019/12/10,SZ002428,-0.003053531,-0.017453691
2019/12/10,SZ002727,0.00179771,-0.1390362
2019/12/10,SZ002750,0.00011833,-0.034593008
2019/12/11,SH600096,0.01548323,-0.584328189
2019/12/11,SZ000538,0.005608555,-0.353846962
2019/12/11,SZ000560,0.002741218,-0.221413993
2019/12/11,SZ000878,0.001023686,0.143299757
2019/12/11,SZ002053,0.000563839,-0.411570233
2019/12/11,SZ002059,6.50378E-06,-0.007575194
2019/12/11,SZ002265,-0.009742793,0.25306839
2019/12/11,SZ002428,0.000763498,-0.095560962
2019/12/11,SZ002727,0.000591303,-0.072671015
2019/12/11,SZ002750,-0.000802007,-0.080780548
2019/12/12,SH600096,0.003243022,-0.286104009
2019/12/12,SZ000538,0.004776488,-0.350709865
2019/12/12,SZ000560,0.001280816,-0.151307642
2019/12/12,SZ000878,0.000214162,0.125330501
2019/12/12,SZ002053,4.04536E-05,-0.423097853
2019/12/12,SZ002059,0.021005264,0.548729072
2019/12/12,SZ002265,0.002451635,-0.147582384
2019/12/12,SZ002428,0.009844916,0.454388315
2019/12/12,SZ002727,0.001711905,-0.136029388
2019/12/12,SZ002750,-0.00060444,-0.149218724
2019/12/13,SH600096,0.000955748,-0.108464911
2019/12/13,SZ000538,-0.000503669,-0.073353106
2019/12/13,SZ000560,0.000399807,-0.061740299
2019/12/13,SZ000878,0.000728247,0.093051908
2019/12/13,SZ002053,-6.65481E-05,0.02464552
2019/12/13,SZ002059,0.012097364,0.409629611
2019/12/13,SZ002265,0.00034054,-0.055400203
2019/12/13,SZ002428,-0.001424632,0.197137988
2019/12/13,SZ002727,-0.001394775,-0.066991926
2019/12/13,SZ002750,0.001068769,-0.225501484
2019/12/16,SH600096,0.000146717,-0.084220873
2019/12/16,SZ000538,0.000626792,-0.250027128
2019/12/16,SZ000560,-0.000576077,0.083561371
2019/12/16,SZ000878,0.001747774,-0.179458947
2019/12/16,SZ002053,-3.70859E-05,0.054775755
2019/12/16,SZ002059,0.001598746,0.159627943
2019/12/16,SZ002265,-0.000538165,0.042389319
2019/12/16,SZ002428,0.000562273,0.140455068
2019/12/16,SZ002727,0.004446127,-0.264184857
2019/12/16,SZ002750,-0.007389115,-0.028874283
2019/12/17,SH600096,-0.000236597,-0.036648837
2019/12/17,SZ000538,-0.000529939,-0.284142168
2019/12/17,SZ000560,0.006846986,0.325049725
2019/12/17,SZ000878,0.001367373,0.111237265
2019/12/17,SZ002053,0.000391905,0.075051158
2019/12/17,SZ002059,0.000549222,0.116938243
2019/12/17,SZ002265,-0.001114428,0.098173517
2019/12/17,SZ002428,5.96294E-05,0.039896679
2019/12/17,SZ002727,-0.000610348,-0.039905601
2019/12/17,SZ002750,-0.005166185,0.076648085
2019/12/18,SH600096,-0.002302432,-0.193989235
2019/12/18,SZ000538,-0.000256266,-0.138153303
2019/12/18,SZ000560,-3.92834E-05,0.063516058
2019/12/18,SZ000878,-0.001352062,-0.076543367
2019/12/18,SZ002053,-0.000447506,-0.040794
2019/12/18,SZ002059,0.001762067,0.162934375
2019/12/18,SZ002265,1.26699E-05,-0.012453582
2019/12/18,SZ002428,-0.000582892,0.034645385
2019/12/18,SZ002727,0.000446437,-0.081417549
2019/12/18,SZ002750,-0.002485776,0.040880909
2019/12/19,SH600096,0.000418803,0.069313196
